6101,1594,1821,337
6102,1772,1825,765
6103,1779,1618,1045
6104,1514,1614,56
6105,1507,1452,91
6106,1632,1447,169
6107,1744,1450,658
6108,1751,1329,577
6109,1633,1322,88
6110,1522,1324,26
6111,1512,1172,85
6112,1633,1158,138
6113,1638,1028,211
6114,1727,1018,283
6115,1751,881,750
6116,1510,880,31
6117,1503,739,93
6118,1625,733,134
6119,1779,734,1130
6120,1782,574,983
6121,1529,567,35
6122,1632,444,213
6123,1637,305,298
6124,1466,297,98
6125,1457,191,170
6126,1204,165,685
6127,1197,316,162
6128,1203,483,246
6129,1336,487,52
